packet_size,packet_rate,protocol,label
95,52,2,scan
116,66,4,icmp_flood
67,79,1,scan
155,69,1,scan
101,11,4,icmp_flood
3800,167,1,dos
3186,225,3,dos
2790,140,1,dos
924,48,2,normal
174,65,2,scan
103,30,4,icmp_flood
93,43,2,scan
187,15,3,normal
104,25,4,icmp_flood
1978,287,1,dos
188,83,3,scan
74,59,4,icmp_flood
1970,270,3,dos
1856,59,2,normal
187,66,3,scan
80,16,4,icmp_flood
2145,216,2,dos
2620,265,3,dos
112,24,4,icmp_flood
114,52,4,icmp_flood
4169,136,1,dos
4423,116,1,dos
83,65,3,scan
2793,102,3,dos
184,16,3,normal
189,71,1,scan
128,41,3,scan
168,24,3,normal
679,24,2,normal
3649,194,2,dos
2520,209,1,dos
907,12,2,normal
3284,176,2,dos
66,61,2,scan
2034,205,1,dos
68,71,1,scan
234,26,2,normal
176,87,2,scan
40,84,3,scan
3206,190,3,dos
77,33,4,icmp_flood
2271,272,2,dos
2073,178,3,dos
79,12,4,icmp_flood
929,50,2,normal
74,26,4,icmp_flood
239,22,3,normal
2324,41,1,normal
80,32,4,icmp_flood
393,33,2,normal
62,79,3,scan
181,30,3,normal
89,27,4,icmp_flood
464,19,3,normal
189,54,1,scan
112,36,4,icmp_flood
869,32,1,normal
4008,257,2,dos
71,96,3,scan
133,71,2,scan
4590,190,2,dos
3925,151,3,dos
3154,110,2,dos
84,79,4,icmp_flood
575,27,1,normal
1467,284,2,dos
99,69,4,icmp_flood
820,50,1,normal
3276,185,2,dos
895,3,1,normal
1764,129,2,dos
4558,289,3,dos
100,27,4,icmp_flood
227,12,2,normal
3560,3,1,normal
1830,206,2,dos
1332,39,1,normal
113,48,4,icmp_flood
114,21,4,icmp_flood
126,94,3,scan
118,82,3,scan
123,48,1,scan
159,47,2,scan
184,51,3,scan
891,32,3,normal
162,95,3,scan
83,75,2,scan
160,42,3,scan
83,35,4,icmp_flood
274,4,2,normal
1521,152,1,dos
67,19,3,normal
43,23,2,normal
75,29,4,icmp_flood
78,74,4,icmp_flood
117,24,4,icmp_flood
2762,165,1,dos
4601,11,2,normal
251,13,1,normal
4985,293,3,dos
258,15,1,normal
215,10,2,normal
118,66,2,scan
186,59,1,scan
81,12,4,icmp_flood
273,12,3,normal
4477,257,2,dos
149,84,1,scan
116,63,4,icmp_flood
4273,137,2,dos
119,45,4,icmp_flood
3101,125,3,dos
54,25,1,normal
145,93,2,scan
40,70,1,scan
55,3,3,normal
115,79,4,icmp_flood
247,25,3,normal
3623,10,3,normal
53,75,1,scan
187,23,1,normal
3031,194,2,dos
2845,208,1,dos
4696,249,3,dos
182,20,3,normal
44,45,2,scan
98,58,4,icmp_flood
796,33,1,normal
3075,6,1,normal
2466,148,1,dos
112,86,2,scan
3195,176,3,dos
79,18,4,icmp_flood
958,36,1,normal
1805,24,2,normal
3841,296,2,dos
143,46,3,scan
111,26,4,icmp_flood
1442,125,1,dos
3630,272,1,dos
2663,270,3,dos
2735,33,3,normal
75,77,4,icmp_flood
95,50,4,icmp_flood
149,61,1,scan
198,98,2,scan
102,62,2,scan
117,1,2,normal
4132,203,2,dos
2899,140,2,dos
956,38,1,normal
262,1,2,normal
4490,207,2,dos
117,23,4,icmp_flood
111,64,4,icmp_flood
98,64,4,icmp_flood
2492,205,1,dos
2257,155,2,dos
2429,187,2,dos
145,90,2,scan
99,45,4,icmp_flood
137,90,1,scan
2392,178,3,dos
3501,137,2,dos
140,98,1,scan
115,67,4,icmp_flood
89,71,4,icmp_flood
2471,184,1,dos
1282,22,2,normal
1595,156,1,dos
82,69,4,icmp_flood
119,22,4,icmp_flood
1377,5,2,normal
2460,274,3,dos
109,26,4,icmp_flood
79,52,4,icmp_flood
101,30,4,icmp_flood
1118,37,3,normal
63,60,2,scan
902,2,2,normal
801,13,3,normal
2071,138,3,dos
3729,203,1,dos
160,66,1,scan
1046,42,2,normal
1067,35,1,normal
1641,207,2,dos
321,49,3,normal
112,70,4,icmp_flood
2253,206,1,dos
115,80,4,icmp_flood
3277,223,3,dos
197,10,3,normal
3675,205,2,dos
258,22,1,normal
157,61,3,scan
103,56,4,icmp_flood
105,34,4,icmp_flood
191,60,2,scan
4148,183,2,dos
215,26,3,normal
4663,298,2,dos
87,68,4,icmp_flood
4084,164,2,dos
1835,256,2,dos
1593,197,2,dos
89,42,2,scan
86,40,2,scan
72,87,3,scan
57,81,1,scan
98,20,4,icmp_flood
94,17,4,icmp_flood
144,57,3,scan
74,42,1,scan
4050,166,2,dos
99,29,4,icmp_flood
123,52,1,scan
86,53,4,icmp_flood
4105,254,2,dos
3631,247,3,dos
62,73,1,scan
112,15,4,icmp_flood
1267,276,1,dos
2028,37,3,normal
216,7,2,normal
116,56,4,icmp_flood
1119,21,1,normal
151,50,3,scan
2791,218,2,dos
47,42,1,scan
185,12,2,normal
3254,201,2,dos
2020,221,2,dos
170,12,2,normal
419,9,1,normal
4145,251,3,dos
195,24,2,normal
1692,242,2,dos
94,53,4,icmp_flood
103,46,4,icmp_flood
4619,249,2,dos
801,29,2,normal
4724,185,1,dos
81,46,4,icmp_flood
3744,167,3,dos
100,25,4,icmp_flood
4563,170,3,dos
94,40,4,icmp_flood
1071,9,3,normal
188,73,2,scan
2074,200,1,dos
80,52,1,scan
155,54,3,scan
46,78,2,scan
458,43,2,normal
78,13,4,icmp_flood
112,49,4,icmp_flood
1074,19,2,normal
188,91,3,scan
93,19,4,icmp_flood
179,77,1,scan
103,47,4,icmp_flood
112,10,4,icmp_flood
116,23,4,icmp_flood
200,70,1,scan
2786,182,3,dos
230,10,2,normal
4880,155,1,dos
2408,148,3,dos
422,33,3,normal
117,58,4,icmp_flood
96,64,4,icmp_flood
2340,287,3,dos
106,49,1,scan
105,55,4,icmp_flood
3366,225,3,dos
48,68,1,scan
97,52,4,icmp_flood
86,53,3,scan
4577,188,3,dos
102,12,3,normal
74,14,4,icmp_flood
74,12,1,normal
91,20,1,normal
108,90,1,scan
105,56,4,icmp_flood
77,52,4,icmp_flood
606,31,2,normal
154,24,1,normal
4876,8,1,normal
4159,234,1,dos
104,10,4,icmp_flood
85,57,3,scan
187,91,1,scan
122,43,1,scan
86,77,4,icmp_flood
83,33,4,icmp_flood
117,50,4,icmp_flood
2190,255,2,dos
160,64,2,scan
4024,214,1,dos
3132,134,3,dos
104,50,4,icmp_flood
4880,130,2,dos
89,91,1,scan
3870,189,1,dos
126,93,1,scan
108,28,4,icmp_flood
268,30,1,normal
87,21,3,normal
1785,211,3,dos
120,62,4,icmp_flood
571,22,3,normal
117,10,4,icmp_flood
106,69,3,scan
191,67,1,scan
106,67,4,icmp_flood
1296,271,3,dos
3850,212,2,dos
622,46,1,normal
79,59,4,icmp_flood
2867,281,2,dos
87,58,1,scan
4237,279,3,dos
4770,123,3,dos
1637,119,1,dos
119,33,4,icmp_flood
1363,131,2,dos
2994,289,1,dos
1933,129,2,dos
4710,285,3,dos
99,75,4,icmp_flood
102,60,4,icmp_flood
117,10,4,icmp_flood
1503,217,3,dos
195,89,3,scan
2640,257,3,dos
82,38,4,icmp_flood
104,21,4,icmp_flood
103,92,1,scan
4648,176,1,dos
116,2,1,normal
85,25,4,icmp_flood
54,87,1,scan
2508,162,2,dos
98,51,3,scan
1396,150,1,dos
259,22,2,normal
182,84,2,scan
95,38,4,icmp_flood
3512,102,1,dos
450,46,2,normal
4153,21,1,normal
306,49,3,normal
74,13,3,normal
108,54,4,icmp_flood
89,65,4,icmp_flood
1956,282,1,dos
3321,236,1,dos
4027,17,2,normal
1197,50,3,normal
85,20,4,icmp_flood
3671,266,3,dos
99,11,4,icmp_flood
139,46,3,scan
1082,3,2,normal
83,63,1,scan
2469,237,3,dos
118,69,4,icmp_flood
68,24,1,normal
4855,40,2,normal
116,28,2,normal
206,6,2,normal
108,22,4,icmp_flood
62,96,3,scan
807,36,3,normal
1648,111,1,dos
85,69,2,scan
1080,36,1,normal
1629,33,3,normal
124,80,3,scan
4958,156,2,dos
98,77,3,scan
156,51,1,scan
84,62,4,icmp_flood
568,38,2,normal
661,43,2,normal
2471,113,2,dos
120,16,4,icmp_flood
107,54,1,scan
226,13,1,normal
168,22,3,normal
2243,243,3,dos
4011,244,1,dos
61,99,1,scan
85,29,4,icmp_flood
141,68,1,scan
66,59,1,scan
88,74,4,icmp_flood
173,96,1,scan
118,72,4,icmp_flood
158,29,3,normal
967,29,2,normal
188,3,1,normal
1697,30,1,normal
1349,165,1,dos
188,2,3,normal
83,25,4,icmp_flood
260,26,3,normal
167,16,2,normal
179,100,2,scan
84,76,4,icmp_flood
145,54,3,scan
46,88,1,scan
125,100,1,scan
95,46,1,scan
3423,241,2,dos
190,97,3,scan
3563,189,3,dos
590,27,3,normal
777,40,1,normal
49,55,1,scan
1973,297,1,dos
94,2,1,normal
235,1,1,normal
52,49,3,scan
1177,32,2,normal
105,19,4,icmp_flood
495,18,2,normal
89,58,4,icmp_flood
41,59,3,scan
89,78,4,icmp_flood
112,55,4,icmp_flood
4375,124,1,dos
116,23,4,icmp_flood
112,16,3,normal
181,46,1,scan
197,48,3,scan
89,48,4,icmp_flood
113,21,2,normal
177,87,2,scan
4048,132,2,dos
101,92,3,scan
3562,103,2,dos
260,4,2,normal
79,17,2,normal
125,7,1,normal
74,57,4,icmp_flood
89,87,3,scan
61,82,1,scan
130,93,1,scan
75,98,3,scan
2088,282,1,dos
173,28,2,normal
111,56,3,scan
4631,270,3,dos
294,15,1,normal
124,62,1,scan
1582,187,1,dos
83,76,3,scan
1157,30,2,normal
631,46,2,normal
2799,231,1,dos
2441,57,3,normal
82,39,4,icmp_flood
79,65,4,icmp_flood
225,29,2,normal
4073,148,1,dos
62,49,2,scan
86,13,4,icmp_flood
3153,258,1,dos
205,5,1,normal
2439,228,1,dos
252,2,3,normal
108,21,4,icmp_flood
151,55,2,scan
178,57,3,scan
94,13,4,icmp_flood
187,8,3,normal
108,36,4,icmp_flood
122,43,2,scan
2582,272,2,dos
4768,207,3,dos
79,71,4,icmp_flood
4110,218,3,dos
1413,246,3,dos
93,95,3,scan
4744,224,3,dos
61,72,2,scan
84,47,2,scan
3633,190,2,dos
423,45,3,normal
2800,125,2,dos
141,41,3,scan
156,52,1,scan
1116,25,2,normal
107,79,4,icmp_flood
174,53,1,scan
2914,167,3,dos
1783,46,2,normal
96,27,4,icmp_flood
79,64,3,scan
4490,167,2,dos
182,44,2,scan
575,7,2,normal
93,27,4,icmp_flood
182,57,2,scan
3770,227,3,dos
1017,41,1,normal
76,45,4,icmp_flood
87,22,4,icmp_flood
1277,102,1,dos
48,91,3,scan
3695,168,3,dos
85,45,4,icmp_flood
87,48,4,icmp_flood
4625,108,2,dos
593,32,1,normal
112,59,4,icmp_flood
83,4,1,normal
118,71,4,icmp_flood
181,75,1,scan
3714,288,1,dos
99,87,1,scan
576,13,2,normal
131,43,2,scan
4944,284,1,dos
44,81,1,scan
3809,287,1,dos
96,97,3,scan
183,80,1,scan
74,53,4,icmp_flood
74,22,1,normal
3771,43,3,normal
103,80,1,scan
187,84,3,scan
237,10,2,normal
3466,121,3,dos
1640,240,3,dos
186,77,1,scan
104,72,2,scan
118,77,3,scan
179,99,2,scan
95,76,4,icmp_flood
110,33,4,icmp_flood
634,33,3,normal
4235,113,1,dos
326,6,1,normal
199,11,2,normal
74,72,4,icmp_flood
1833,126,2,dos
79,17,4,icmp_flood
639,40,1,normal
4165,182,2,dos
119,75,3,scan
97,83,1,scan
3980,275,3,dos
1635,35,3,normal
153,40,1,scan
116,53,4,icmp_flood
176,91,3,scan
116,38,4,icmp_flood
109,21,4,icmp_flood
93,27,4,icmp_flood
1094,3,3,normal
3531,149,2,dos
78,74,4,icmp_flood
182,29,1,normal
99,2,1,normal
1468,56,2,normal
96,62,3,scan
138,44,2,scan
300,13,2,normal
95,60,4,icmp_flood
131,44,1,scan
80,46,4,icmp_flood
135,78,1,scan
139,80,2,scan
2926,166,1,dos
115,64,4,icmp_flood
100,53,4,icmp_flood
80,49,3,scan
176,20,3,normal
4285,176,1,dos
188,95,3,scan
1121,21,3,normal
113,1,1,normal
535,25,1,normal
187,98,2,scan
1969,111,1,dos
4567,208,2,dos
1296,212,2,dos
104,61,4,icmp_flood
120,27,4,icmp_flood
4019,102,3,dos
982,27,2,normal
126,19,1,normal
93,60,4,icmp_flood
54,61,1,scan
2540,38,1,normal
50,75,3,scan
81,67,4,icmp_flood
3118,142,3,dos
81,70,4,icmp_flood
1654,156,1,dos
704,23,1,normal
251,9,2,normal
1815,289,2,dos
49,48,1,scan
82,35,4,icmp_flood
117,42,4,icmp_flood
82,25,4,icmp_flood
81,36,4,icmp_flood
2337,100,2,dos
235,10,2,normal
2689,189,3,dos
64,30,2,normal
1927,167,1,dos
839,40,2,normal
3508,43,1,normal
164,69,2,scan
2595,46,1,normal
443,12,2,normal
130,73,1,scan
373,35,2,normal
76,64,4,icmp_flood
141,42,1,scan
97,78,2,scan
1357,136,1,dos
83,35,4,icmp_flood
114,38,4,icmp_flood
2924,206,2,dos
1202,179,2,dos
1888,100,1,dos
114,33,4,icmp_flood
1529,34,1,normal
108,89,3,scan
149,22,2,normal
422,25,1,normal
236,27,2,normal
112,72,4,icmp_flood
75,76,3,scan
96,29,4,icmp_flood
118,19,4,icmp_flood
77,40,4,icmp_flood
3172,151,1,dos
1964,227,2,dos
329,3,2,normal
151,96,1,scan
661,21,2,normal
2957,132,3,dos
81,16,4,icmp_flood
76,63,4,icmp_flood
253,6,1,normal
99,10,1,normal
694,8,2,normal
4545,13,3,normal
4207,25,2,normal
100,47,4,icmp_flood
159,43,3,scan
4142,111,3,dos
55,89,1,scan
283,17,1,normal
114,87,3,scan
2455,161,2,dos
3096,44,3,normal
4338,175,3,dos
113,12,4,icmp_flood
135,13,2,normal
3113,250,2,dos
96,54,4,icmp_flood
4238,195,1,dos
687,23,3,normal
1731,170,2,dos
275,20,2,normal
2041,34,3,normal
76,11,4,icmp_flood
67,61,3,scan
3410,105,3,dos
691,46,2,normal
178,2,2,normal
88,42,4,icmp_flood
125,88,3,scan
124,11,3,normal
4863,107,1,dos
178,92,2,scan
76,15,4,icmp_flood
1931,140,3,dos
204,20,3,normal
1668,129,1,dos
1906,199,3,dos
4133,100,3,dos
901,44,2,normal
46,62,3,scan
93,69,4,icmp_flood
3949,178,2,dos
2871,276,1,dos
111,30,4,icmp_flood
1425,235,1,dos
92,41,4,icmp_flood
96,90,1,scan
128,18,1,normal
2298,276,1,dos
168,73,1,scan
106,100,1,scan
115,21,4,icmp_flood
611,37,1,normal
344,47,1,normal
85,63,1,scan
100,58,4,icmp_flood
183,100,1,scan
100,16,4,icmp_flood
967,9,2,normal
171,47,3,scan
612,46,3,normal
119,41,4,icmp_flood
2975,216,3,dos
2806,157,2,dos
73,81,1,scan
3294,224,2,dos
184,49,3,scan
76,16,4,icmp_flood
1083,41,2,normal
3237,152,2,dos
96,75,4,icmp_flood
394,29,3,normal
62,58,3,scan
101,18,4,icmp_flood
100,16,4,icmp_flood
121,70,1,scan
148,45,2,scan
1003,15,1,normal
101,24,4,icmp_flood
85,65,4,icmp_flood
124,88,2,scan
3621,211,3,dos
119,30,4,icmp_flood
114,48,4,icmp_flood
179,43,3,scan
2092,8,1,normal
102,76,4,icmp_flood
2438,146,1,dos
132,19,1,normal
108,65,3,scan
101,31,4,icmp_flood
80,61,4,icmp_flood
108,36,4,icmp_flood
581,35,2,normal
102,29,4,icmp_flood
3883,162,2,dos
747,41,2,normal
1464,181,2,dos
93,92,1,scan
110,59,4,icmp_flood
43,41,2,scan
158,67,1,scan
2483,239,3,dos
1569,285,1,dos
61,44,1,scan
154,30,3,normal
75,68,4,icmp_flood
61,1,3,normal
872,4,2,normal
96,74,4,icmp_flood
290,28,1,normal
3863,189,2,dos
2081,269,2,dos
67,41,2,scan
107,86,3,scan
192,89,3,scan
119,98,3,scan
150,85,2,scan
84,10,2,normal
185,49,1,scan
621,12,2,normal
161,96,1,scan
113,70,4,icmp_flood
175,60,3,scan
528,1,1,normal
85,30,4,icmp_flood
98,76,4,icmp_flood
2041,38,1,normal
54,64,2,scan
113,74,2,scan
3283,284,3,dos
51,96,3,scan
71,65,3,scan
107,77,4,icmp_flood
100,8,1,normal
177,79,1,scan
113,26,2,normal
55,85,1,scan
625,34,1,normal
1971,296,3,dos
137,54,2,scan
78,73,4,icmp_flood
97,48,1,scan
58,42,1,scan
2468,152,3,dos
106,79,3,scan
147,1,1,normal
66,96,3,scan
92,35,4,icmp_flood
3931,164,2,dos
85,39,4,icmp_flood
48,76,1,scan
217,17,3,normal
667,6,3,normal
3496,60,3,normal
106,100,1,scan
101,72,4,icmp_flood
117,17,4,icmp_flood
236,2,1,normal
102,44,4,icmp_flood
99,40,4,icmp_flood
4204,227,2,dos
123,54,2,scan
167,56,3,scan
1582,123,3,dos
4924,221,1,dos
137,94,1,scan
1920,173,3,dos
3466,294,2,dos
87,48,4,icmp_flood
89,39,4,icmp_flood
172,57,3,scan
965,44,3,normal
76,41,4,icmp_flood
111,37,4,icmp_flood
4090,288,1,dos
2688,218,3,dos
118,56,4,icmp_flood
198,62,3,scan
3724,131,3,dos
192,73,1,scan
76,38,4,icmp_flood
4539,276,3,dos
42,90,1,scan
110,72,4,icmp_flood
166,3,2,normal
118,86,2,scan
728,10,2,normal
1360,186,3,dos
2229,220,2,dos
2557,123,2,dos
1634,19,3,normal
87,63,1,scan
177,66,3,scan
111,43,1,scan
505,9,3,normal
76,10,3,normal
42,60,1,scan
157,43,3,scan
341,6,2,normal
109,21,4,icmp_flood
4919,106,1,dos
4300,166,2,dos
70,95,3,scan
2946,287,2,dos
4858,31,3,normal
76,66,4,icmp_flood
493,27,1,normal
2162,278,2,dos
97,46,4,icmp_flood
106,39,4,icmp_flood
118,17,4,icmp_flood
112,77,3,scan
130,83,3,scan
2776,148,2,dos
2601,279,3,dos
4733,101,3,dos
174,90,1,scan
4240,36,1,normal
267,24,2,normal
1112,40,2,normal
590,6,1,normal
93,45,4,icmp_flood
112,77,4,icmp_flood
279,9,3,normal
686,25,1,normal
144,26,1,normal
2820,38,1,normal
115,98,2,scan
82,59,4,icmp_flood
185,99,3,scan
118,69,4,icmp_flood
3798,39,3,normal
47,53,2,scan
2541,135,1,dos
4526,104,2,dos
64,25,3,normal
69,55,1,scan
146,93,3,scan
118,74,4,icmp_flood
116,64,1,scan
119,33,4,icmp_flood
69,72,2,scan
176,11,2,normal
197,68,1,scan
2089,186,3,dos
2645,204,2,dos
2381,100,3,dos
140,69,1,scan
1689,184,1,dos
143,28,1,normal
88,24,4,icmp_flood
850,36,1,normal
1153,1,2,normal
99,65,4,icmp_flood
86,39,4,icmp_flood
1091,29,3,normal
4258,165,3,dos
66,41,2,scan
2508,297,2,dos
159,61,3,scan
51,99,3,scan
277,18,2,normal
97,63,4,icmp_flood
181,81,2,scan
108,51,2,scan
173,76,3,scan
82,26,4,icmp_flood
137,23,2,normal
140,78,3,scan
87,53,4,icmp_flood
78,36,4,icmp_flood
207,2,3,normal
4476,127,2,dos
119,16,4,icmp_flood
4916,125,2,dos
84,46,4,icmp_flood
273,1,2,normal
224,13,2,normal
89,53,3,scan
3561,193,2,dos
95,42,1,scan
50,47,3,scan
117,54,4,icmp_flood
132,22,3,normal
4857,179,2,dos
102,94,2,scan
101,30,4,icmp_flood
1031,24,3,normal
200,56,1,scan
4673,31,2,normal
107,88,3,scan
1484,142,1,dos
4461,37,1,normal
147,93,3,scan
4549,170,2,dos
110,98,2,scan
144,56,1,scan
3129,167,3,dos
119,41,4,icmp_flood
80,27,4,icmp_flood
148,63,2,scan
3543,223,2,dos
115,47,4,icmp_flood
124,55,3,scan
111,78,4,icmp_flood
4240,24,2,normal
115,22,4,icmp_flood
3508,192,3,dos
129,27,3,normal
1925,134,3,dos
4892,264,1,dos
175,72,1,scan
3433,164,3,dos
2417,241,3,dos
76,45,2,scan
176,89,3,scan
104,25,4,icmp_flood
127,59,1,scan
95,50,4,icmp_flood
93,67,4,icmp_flood
181,84,2,scan
373,48,3,normal
4354,251,1,dos
3977,116,3,dos
2560,216,1,dos
61,83,1,scan
86,47,3,scan
75,10,4,icmp_flood
82,27,4,icmp_flood
119,57,4,icmp_flood
4017,256,2,dos
110,44,4,icmp_flood
82,56,4,icmp_flood
1654,217,3,dos
102,31,4,icmp_flood
76,31,4,icmp_flood
1189,15,1,normal
2520,279,1,dos
125,89,2,scan
2627,281,3,dos
70,93,1,scan
236,8,2,normal
47,17,1,normal
4623,146,1,dos
105,57,2,scan
128,62,3,scan
186,68,3,scan
254,13,2,normal
3099,45,1,normal
102,42,4,icmp_flood
120,73,2,scan
86,10,4,icmp_flood
449,2,2,normal
77,40,4,icmp_flood
3343,195,2,dos
90,45,4,icmp_flood
118,62,4,icmp_flood
2710,150,1,dos
160,55,3,scan
108,55,1,scan
74,75,4,icmp_flood
135,40,2,scan
2526,157,2,dos
165,61,3,scan
77,28,4,icmp_flood
83,80,4,icmp_flood
99,79,4,icmp_flood
2185,143,3,dos
97,43,4,icmp_flood
1681,211,2,dos
362,6,1,normal
263,8,1,normal
271,21,2,normal
109,59,4,icmp_flood
93,43,4,icmp_flood
54,47,1,scan
104,12,4,icmp_flood
69,21,2,normal
167,70,2,scan
107,27,4,icmp_flood
1215,215,1,dos
4622,162,3,dos
124,76,1,scan
159,30,1,normal
105,13,4,icmp_flood
116,9,1,normal
56,43,1,scan
98,25,4,icmp_flood
4743,115,2,dos
45,40,2,scan
111,56,4,icmp_flood
3117,198,1,dos
299,13,3,normal
104,22,4,icmp_flood
3038,25,3,normal
4081,295,3,dos
42,48,1,scan
4248,156,3,dos
2038,147,1,dos
94,50,4,icmp_flood
117,68,4,icmp_flood
65,6,3,normal
95,79,2,scan
111,80,4,icmp_flood
171,70,3,scan
645,39,2,normal
179,97,3,scan
239,29,1,normal
4787,220,1,dos
159,85,3,scan
77,43,4,icmp_flood
292,12,1,normal
80,50,4,icmp_flood
2677,248,3,dos
131,51,1,scan
4043,180,3,dos
115,64,4,icmp_flood
108,77,4,icmp_flood
351,36,1,normal
113,38,4,icmp_flood
4421,255,3,dos
76,80,4,icmp_flood
52,42,3,scan
148,67,1,scan
116,96,1,scan
45,86,3,scan
56,73,1,scan
198,62,1,scan
4729,274,1,dos
58,50,2,scan
1417,225,2,dos
108,11,2,normal
64,72,1,scan
2855,55,1,normal
80,11,3,normal
111,62,1,scan
60,63,3,scan
103,19,3,normal
1897,180,3,dos
1934,15,3,normal
1178,7,3,normal
426,12,3,normal
79,80,4,icmp_flood
733,45,2,normal
97,33,4,icmp_flood
106,43,1,scan
88,45,4,icmp_flood
103,36,4,icmp_flood
176,17,1,normal
111,53,4,icmp_flood
3444,26,2,normal
119,69,4,icmp_flood
2642,191,3,dos
646,8,2,normal
265,24,3,normal
109,13,2,normal
194,76,2,scan
4116,255,2,dos
1826,171,2,dos
135,88,2,scan
3303,158,2,dos
1664,145,2,dos
1142,20,3,normal
105,80,3,scan
3923,220,2,dos
101,45,4,icmp_flood
123,85,3,scan
3010,22,3,normal
148,21,3,normal
3863,25,2,normal
75,26,4,icmp_flood
209,28,1,normal
112,3,1,normal
127,70,1,scan
4173,289,3,dos
112,59,2,scan
1780,290,3,dos
60,100,1,scan
1506,236,3,dos
51,65,2,scan
64,6,2,normal
111,75,4,icmp_flood
2238,253,1,dos
2362,14,1,normal
74,54,3,scan
1291,176,1,dos
2308,136,3,dos
60,10,2,normal
4292,243,2,dos
117,66,4,icmp_flood
269,25,2,normal
2531,205,2,dos
469,40,1,normal
4543,152,3,dos
44,49,2,scan
96,20,4,icmp_flood
86,80,4,icmp_flood
3665,110,1,dos
90,53,1,scan
2161,189,1,dos
83,13,4,icmp_flood
92,42,4,icmp_flood
694,19,2,normal
105,51,4,icmp_flood
74,13,4,icmp_flood
69,19,3,normal
40,44,1,scan
138,49,1,scan
96,76,4,icmp_flood
80,15,4,icmp_flood
44,42,1,scan
104,45,4,icmp_flood
177,41,2,scan
77,59,4,icmp_flood
150,67,2,scan
4166,112,2,dos
1012,14,3,normal
3266,114,2,dos
51,96,2,scan
553,15,1,normal
104,26,4,icmp_flood
84,87,1,scan
206,28,2,normal
95,84,1,scan
88,64,4,icmp_flood
95,66,1,scan
84,16,1,normal
4821,42,1,normal
79,54,4,icmp_flood
639,14,3,normal
130,40,2,scan
3523,261,3,dos
2874,190,3,dos
961,29,1,normal
81,58,4,icmp_flood
926,6,3,normal
115,36,4,icmp_flood
4505,276,1,dos
3835,298,3,dos
3046,191,3,dos
3027,154,1,dos
99,50,4,icmp_flood
85,51,1,scan
275,1,1,normal
235,21,2,normal
85,97,1,scan
197,59,1,scan
1016,41,1,normal
149,95,1,scan
83,63,4,icmp_flood
1632,28,2,normal
4848,238,3,dos
142,20,2,normal
114,79,4,icmp_flood
93,9,2,normal
53,92,3,scan
100,60,4,icmp_flood
87,62,4,icmp_flood
177,79,1,scan
4782,173,3,dos
178,53,2,scan
246,3,2,normal
74,57,2,scan
2738,132,1,dos
226,22,3,normal
98,95,2,scan
3332,243,1,dos
259,27,1,normal
2140,249,2,dos
109,62,4,icmp_flood
136,55,3,scan
113,43,3,scan
50,55,3,scan
169,22,3,normal
4407,252,1,dos
115,63,4,icmp_flood
1571,147,2,dos
141,88,2,scan
109,68,1,scan
187,64,3,scan
852,31,3,normal
100,72,4,icmp_flood
3278,257,2,dos
117,69,4,icmp_flood
1527,272,3,dos
3719,177,1,dos
82,58,4,icmp_flood
105,41,4,icmp_flood
93,57,4,icmp_flood
2584,59,3,normal
1070,22,2,normal
106,18,4,icmp_flood
111,40,4,icmp_flood
138,99,1,scan
241,30,2,normal
3126,208,1,dos
3060,237,2,dos
54,49,1,scan
110,19,4,icmp_flood
81,61,2,scan
4989,125,1,dos
88,63,4,icmp_flood
3815,163,1,dos
157,82,1,scan
119,72,4,icmp_flood
4877,156,2,dos
83,28,4,icmp_flood
1009,5,1,normal
95,60,4,icmp_flood
2919,196,2,dos
110,22,4,icmp_flood
1773,58,3,normal
3425,132,1,dos
60,69,1,scan
162,12,2,normal
77,31,4,icmp_flood
83,26,4,icmp_flood
115,71,4,icmp_flood
97,45,4,icmp_flood
3452,275,2,dos
2436,211,1,dos
93,50,4,icmp_flood
136,83,2,scan
1518,113,1,dos
721,16,1,normal
74,72,4,icmp_flood
78,47,4,icmp_flood
103,78,4,icmp_flood
4009,192,3,dos
100,54,1,scan
1413,199,2,dos
92,70,4,icmp_flood
2212,108,2,dos
57,27,3,normal
2269,207,1,dos
1474,6,2,normal
4581,14,1,normal
143,95,2,scan
112,72,4,icmp_flood
4502,121,2,dos
60,99,3,scan
546,4,3,normal
103,56,2,scan
534,25,1,normal
4877,166,2,dos
1883,24,1,normal
630,16,1,normal
2111,13,2,normal
189,61,2,scan
1509,244,1,dos
3051,40,2,normal
105,94,2,scan
2006,191,2,dos
105,58,4,icmp_flood
95,62,4,icmp_flood
3098,140,1,dos
296,25,3,normal
112,41,4,icmp_flood
75,100,1,scan
71,82,2,scan
1656,158,1,dos
1681,295,1,dos
187,43,2,scan
1986,231,2,dos
103,25,1,normal
2727,299,2,dos
1196,34,2,normal
2018,38,3,normal
2025,262,1,dos
4052,25,3,normal
184,2,1,normal
527,23,1,normal
189,45,1,scan
52,99,2,scan
88,20,3,normal
2108,298,1,dos
115,64,3,scan
124,55,1,scan
42,84,3,scan
2360,279,3,dos
2388,141,2,dos
4442,275,1,dos
83,64,1,scan
79,13,4,icmp_flood
1471,243,1,dos
99,44,1,scan
59,79,1,scan
89,61,4,icmp_flood
1820,224,1,dos
70,26,2,normal
296,24,3,normal
196,47,2,scan
52,40,1,scan
110,44,3,scan
90,69,3,scan
107,40,4,icmp_flood
98,35,4,icmp_flood
281,23,1,normal
