protocol_type,src_bytes,dst_bytes,failed_logins,count,label
udp,115,241,0,4,normal
udp,55,105,0,178,attack
tcp,54,115,0,113,attack
tcp,150,56,0,176,attack
udp,2078,784,0,31,attack
tcp,5094,490,0,100,attack
udp,1724,291,0,60,attack
tcp,228,122,0,10,normal
udp,472,257,0,11,normal
udp,112,66,0,4,normal
udp,249,480,0,14,normal
tcp,4715,297,0,150,attack
tcp,864,575,0,36,attack
udp,677,604,0,27,normal
tcp,683,700,0,21,normal
tcp,1372,720,0,40,attack
udp,1254,310,0,70,attack
udp,1895,673,0,55,attack
udp,178,78,0,153,attack
udp,104,124,0,125,attack
tcp,1771,640,0,62,attack
udp,76,74,0,170,attack
udp,5958,377,0,112,attack
tcp,1500,252,0,39,attack
udp,5604,234,0,91,attack
tcp,663,501,0,18,normal
tcp,1359,667,0,50,attack
tcp,166,100,0,103,attack
udp,314,589,0,19,normal
udp,194,158,0,151,attack
udp,406,324,0,10,normal
udp,6078,107,0,87,attack
tcp,174,75,0,112,attack
udp,4382,265,0,96,attack
tcp,61,91,0,171,attack
udp,205,386,0,26,normal
tcp,7000,341,0,83,attack
udp,2185,506,0,45,attack
tcp,195,92,0,103,attack
udp,691,224,0,22,normal
udp,180,135,0,165,attack
tcp,152,147,0,133,attack
tcp,650,635,0,28,normal
tcp,367,419,0,21,normal
tcp,63,169,0,180,attack
udp,2319,445,0,31,attack
tcp,7211,158,0,104,attack
udp,242,357,0,8,normal
tcp,114,67,0,7,normal
tcp,1533,760,0,65,attack
tcp,105,65,0,1,normal
tcp,106,273,0,7,normal
tcp,2249,485,0,57,attack
tcp,75,199,0,136,attack
udp,326,518,0,19,normal
tcp,194,49,0,7,normal
udp,116,168,0,168,attack
udp,647,694,0,11,normal
tcp,2627,690,0,60,attack
udp,63,392,0,9,normal
udp,1133,406,0,53,attack
udp,171,85,0,2,normal
udp,139,174,0,3,normal
udp,159,137,0,155,attack
tcp,137,61,0,102,attack
udp,6956,314,0,116,attack
tcp,100,178,0,183,attack
tcp,5648,350,0,93,attack
tcp,127,200,0,156,attack
udp,2477,522,0,58,attack
tcp,4883,399,0,140,attack
tcp,6905,483,0,98,attack
tcp,959,468,0,37,attack
udp,5582,256,0,125,attack
tcp,2210,563,0,75,attack
udp,60,178,0,176,attack
tcp,6369,462,0,130,attack
udp,404,554,0,26,normal
tcp,3458,475,0,132,attack
tcp,144,214,0,9,normal
tcp,178,313,0,2,normal
tcp,7797,179,0,144,attack
udp,1447,206,0,36,attack
udp,229,182,0,2,normal
tcp,2170,606,0,35,attack
udp,6558,150,0,89,attack
udp,2399,490,0,46,attack
tcp,260,627,0,10,normal
udp,208,680,0,22,normal
udp,409,535,0,30,normal
tcp,2993,370,0,32,attack
tcp,4102,115,0,112,attack
tcp,862,784,0,63,attack
tcp,1174,569,0,38,attack
tcp,112,229,0,1,normal
udp,200,127,0,129,attack
tcp,1953,276,0,45,attack
tcp,1795,379,0,44,attack
udp,298,293,0,9,normal
udp,7707,201,0,124,attack
udp,245,399,0,3,normal
udp,129,99,0,184,attack
udp,213,561,0,14,normal
tcp,675,589,0,12,normal
tcp,363,222,0,28,normal
tcp,1265,353,0,39,attack
udp,173,341,0,5,normal
tcp,292,301,0,7,normal
tcp,4120,107,0,133,attack
tcp,4206,470,0,142,attack
udp,5317,365,0,90,attack
tcp,274,127,0,4,normal
udp,282,354,0,6,normal
udp,235,218,0,8,normal
tcp,287,531,0,21,normal
udp,166,101,0,160,attack
tcp,1789,254,0,63,attack
tcp,238,152,0,10,normal
tcp,4023,385,0,103,attack
tcp,2889,483,0,46,attack
udp,104,106,0,171,attack
udp,94,232,0,1,normal
tcp,2644,791,0,68,attack
udp,4181,317,0,126,attack
udp,112,42,0,6,normal
tcp,211,321,0,5,normal
udp,381,295,0,15,normal
tcp,216,164,0,6,normal
tcp,5680,206,0,90,attack
tcp,819,764,0,78,attack
tcp,293,669,0,20,normal
udp,5961,402,0,91,attack
tcp,290,329,0,2,normal
tcp,115,69,0,106,attack
tcp,114,117,0,6,normal
tcp,1256,426,0,40,attack
udp,1368,246,0,52,attack
tcp,5691,363,0,104,attack
udp,71,154,0,172,attack
tcp,3330,138,0,132,attack
tcp,157,114,0,156,attack
udp,2942,738,0,77,attack
tcp,4990,294,0,109,attack
udp,4376,347,0,102,attack
tcp,561,619,0,18,normal
tcp,171,293,0,8,normal
udp,1247,420,0,60,attack
udp,220,285,0,8,normal
udp,4968,230,0,99,attack
tcp,669,505,0,15,normal
udp,268,521,0,19,normal
tcp,88,100,0,153,attack
udp,283,340,0,8,normal
udp,95,258,0,7,normal
tcp,672,553,0,25,normal
udp,5450,445,0,136,attack
udp,177,157,0,174,attack
tcp,1305,387,0,49,attack
tcp,5277,185,0,125,attack
udp,1166,571,0,74,attack
tcp,279,69,0,7,normal
udp,1230,234,0,77,attack
udp,1082,597,0,45,attack
udp,540,286,0,22,normal
udp,276,403,0,11,normal
udp,124,81,0,171,attack
tcp,213,398,0,29,normal
udp,6213,413,0,110,attack
tcp,7014,487,0,115,attack
udp,151,58,0,155,attack
udp,109,373,0,3,normal
tcp,123,130,0,114,attack
udp,3131,333,0,146,attack
udp,289,130,0,10,normal
udp,6449,470,0,111,attack
tcp,803,703,0,39,attack
udp,155,75,0,133,attack
udp,588,663,0,29,normal
tcp,283,378,0,3,normal
udp,439,609,0,22,normal
udp,296,272,0,2,normal
udp,4654,150,0,107,attack
tcp,1482,350,0,35,attack
tcp,185,199,0,200,attack
udp,223,52,0,6,normal
tcp,172,44,0,5,normal
tcp,116,256,0,1,normal
tcp,5885,134,0,86,attack
tcp,90,113,0,185,attack
udp,254,159,0,2,normal
udp,2726,597,0,43,attack
tcp,7915,147,0,110,attack
udp,1497,718,0,30,attack
udp,2098,235,0,64,attack
tcp,141,61,0,9,normal
tcp,3512,235,0,135,attack
tcp,1485,614,0,43,attack
tcp,6373,274,0,95,attack
udp,590,307,0,21,normal
tcp,1837,329,0,40,attack
udp,152,364,0,4,normal
udp,185,114,0,194,attack
udp,7841,367,0,137,attack
tcp,2218,716,0,73,attack
udp,3881,270,0,114,attack
udp,623,505,0,17,normal
udp,2930,450,0,31,attack
tcp,56,98,0,139,attack
udp,271,165,0,5,normal
tcp,255,520,0,10,normal
tcp,183,80,0,3,normal
tcp,154,176,0,123,attack
tcp,232,352,0,2,normal
tcp,50,117,0,197,attack
udp,640,337,0,21,normal
udp,4902,428,0,94,attack
udp,6429,357,0,94,attack
udp,98,160,0,147,attack
tcp,6108,440,0,106,attack
udp,448,211,0,18,normal
udp,2278,748,0,32,attack
udp,145,119,0,144,attack
tcp,5229,472,0,120,attack
tcp,178,107,0,134,attack
tcp,80,103,0,116,attack
udp,2179,661,0,58,attack
tcp,476,700,0,23,normal
udp,369,302,0,19,normal
tcp,1330,551,0,47,attack
udp,1254,413,0,47,attack
udp,61,129,0,168,attack
tcp,5907,170,0,133,attack
udp,6235,255,0,140,attack
udp,7107,238,0,126,attack
udp,586,404,0,14,normal
tcp,929,542,0,64,attack
tcp,5592,374,0,142,attack
udp,282,79,0,4,normal
tcp,473,547,0,24,normal
tcp,289,397,0,10,normal
tcp,6931,479,0,148,attack
tcp,1776,531,0,77,attack
udp,167,378,0,7,normal
udp,137,131,0,114,attack
tcp,1410,630,0,57,attack
tcp,3100,223,0,135,attack
udp,143,145,0,182,attack
tcp,4406,500,0,124,attack
udp,90,91,0,7,normal
udp,198,178,0,122,attack
udp,290,137,0,2,normal
udp,2698,429,0,55,attack
tcp,227,210,0,1,normal
tcp,305,254,0,18,normal
udp,101,220,0,6,normal
udp,2005,790,0,36,attack
udp,237,393,0,5,normal
udp,865,557,0,62,attack
udp,269,62,0,3,normal
tcp,72,123,0,132,attack
udp,2620,516,0,57,attack
tcp,145,186,0,4,normal
tcp,6453,389,0,82,attack
udp,2421,503,0,62,attack
tcp,136,380,0,8,normal
udp,127,96,0,167,attack
tcp,1344,637,0,74,attack
tcp,484,210,0,11,normal
udp,1927,744,0,48,attack
tcp,6848,438,0,83,attack
udp,1486,747,0,38,attack
udp,181,198,0,124,attack
tcp,6389,154,0,106,attack
tcp,1910,246,0,58,attack
tcp,2727,746,0,59,attack
udp,655,457,0,25,normal
udp,2288,474,0,60,attack
tcp,2023,651,0,71,attack
tcp,844,736,0,31,attack
udp,507,458,0,13,normal
tcp,173,118,0,200,attack
tcp,256,196,0,10,normal
udp,565,423,0,23,normal
tcp,7753,229,0,90,attack
tcp,2484,337,0,33,attack
udp,177,155,0,134,attack
tcp,145,146,0,185,attack
udp,125,187,0,182,attack
tcp,1354,202,0,71,attack
tcp,293,255,0,25,normal
tcp,89,127,0,195,attack
tcp,73,105,0,146,attack
tcp,178,130,0,191,attack
tcp,60,137,0,158,attack
tcp,1753,749,0,64,attack
udp,400,279,0,12,normal
tcp,331,562,0,26,normal
tcp,457,643,0,29,normal
udp,2773,363,0,41,attack
udp,416,376,0,12,normal
tcp,87,72,0,136,attack
tcp,2720,243,0,49,attack
udp,353,521,0,21,normal
tcp,200,192,0,114,attack
udp,89,131,0,164,attack
tcp,231,620,0,29,normal
tcp,5578,443,0,148,attack
tcp,219,274,0,4,normal
udp,124,149,0,195,attack
udp,182,241,0,10,normal
tcp,107,62,0,188,attack
udp,95,166,0,148,attack
tcp,1279,467,0,50,attack
udp,2853,527,0,68,attack
udp,85,237,0,6,normal
tcp,1721,415,0,47,attack
tcp,139,136,0,135,attack
udp,2677,266,0,42,attack
tcp,3405,223,0,89,attack
tcp,2655,692,0,38,attack
udp,213,225,0,9,normal
tcp,174,297,0,6,normal
tcp,127,184,0,112,attack
udp,660,347,0,11,normal
udp,630,359,0,26,normal
tcp,97,160,0,160,attack
tcp,5576,343,0,115,attack
tcp,4094,472,0,133,attack
udp,79,194,0,5,normal
tcp,241,62,0,3,normal
udp,4131,445,0,147,attack
udp,3261,399,0,145,attack
tcp,612,349,0,14,normal
tcp,6753,378,0,140,attack
tcp,5269,358,0,113,attack
tcp,198,82,0,137,attack
udp,396,518,0,29,normal
tcp,3225,458,0,126,attack
tcp,579,536,0,16,normal
tcp,114,53,0,184,attack
udp,2372,466,0,34,attack
tcp,191,146,0,139,attack
udp,7833,110,0,97,attack
tcp,126,294,0,5,normal
tcp,69,197,0,148,attack
tcp,5629,265,0,139,attack
tcp,2626,359,0,32,attack
tcp,1635,429,0,59,attack
udp,172,111,0,4,normal
udp,2695,240,0,52,attack
udp,7407,351,0,111,attack
udp,1897,667,0,31,attack
udp,88,148,0,160,attack
udp,62,59,0,142,attack
udp,96,186,0,117,attack
udp,584,245,0,18,normal
tcp,165,149,0,3,normal
tcp,6108,454,0,137,attack
udp,498,401,0,13,normal
udp,112,62,0,168,attack
tcp,6585,228,0,98,attack
tcp,109,138,0,179,attack
udp,5812,313,0,97,attack
udp,202,609,0,30,normal
tcp,4355,289,0,138,attack
tcp,91,110,0,196,attack
udp,52,130,0,161,attack
udp,456,593,0,27,normal
udp,67,145,0,195,attack
udp,83,375,0,3,normal
tcp,420,640,0,20,normal
udp,57,176,0,149,attack
tcp,5535,202,0,144,attack
udp,201,699,0,17,normal
tcp,196,193,0,4,normal
udp,173,95,0,150,attack
tcp,223,494,0,28,normal
tcp,1608,499,0,56,attack
tcp,6194,364,0,96,attack
tcp,208,343,0,3,normal
tcp,168,65,0,164,attack
tcp,5987,222,0,96,attack
tcp,2675,652,0,35,attack
tcp,253,349,0,1,normal
udp,1837,618,0,52,attack
tcp,1214,573,0,31,attack
tcp,2553,764,0,30,attack
tcp,221,309,0,6,normal
udp,3744,218,0,87,attack
udp,208,395,0,8,normal
udp,286,48,0,4,normal
tcp,81,100,0,117,attack
tcp,645,690,0,16,normal
tcp,101,158,0,187,attack
tcp,7038,500,0,127,attack
tcp,140,52,0,128,attack
udp,249,115,0,2,normal
tcp,2301,511,0,54,attack
udp,111,114,0,172,attack
udp,2948,284,0,51,attack
udp,412,555,0,27,normal
tcp,64,80,0,108,attack
tcp,322,406,0,12,normal
udp,97,107,0,188,attack
tcp,4777,205,0,112,attack
udp,265,605,0,12,normal
tcp,950,541,0,78,attack
tcp,56,54,0,136,attack
tcp,1497,537,0,39,attack
tcp,161,387,0,3,normal
udp,1414,750,0,57,attack
tcp,112,156,0,104,attack
udp,381,356,0,17,normal
tcp,2987,609,0,65,attack
tcp,5313,425,0,130,attack
tcp,127,43,0,7,normal
tcp,274,49,0,6,normal
udp,264,319,0,12,normal
udp,347,578,0,15,normal
udp,126,131,0,9,normal
tcp,517,423,0,13,normal
udp,118,213,0,6,normal
tcp,4306,148,0,109,attack
tcp,2506,629,0,41,attack
udp,368,572,0,27,normal
udp,7516,316,0,113,attack
tcp,198,112,0,132,attack
udp,1953,546,0,41,attack
udp,6609,263,0,124,attack
tcp,122,73,0,175,attack
tcp,658,663,0,22,normal
udp,3171,412,0,110,attack
udp,431,328,0,26,normal
udp,122,252,0,5,normal
udp,6057,162,0,87,attack
tcp,91,93,0,10,normal
tcp,422,374,0,12,normal
udp,312,214,0,13,normal
udp,1319,441,0,78,attack
tcp,400,457,0,25,normal
tcp,110,174,0,100,attack
udp,88,73,0,179,attack
tcp,200,103,0,172,attack
udp,5643,405,0,92,attack
udp,79,107,0,126,attack
tcp,287,368,0,3,normal
udp,123,198,0,100,attack
tcp,274,130,0,1,normal
tcp,1887,539,0,47,attack
udp,6347,439,0,140,attack
tcp,334,554,0,12,normal
udp,119,72,0,2,normal
udp,220,331,0,4,normal
tcp,536,245,0,22,normal
tcp,286,673,0,27,normal
udp,1437,624,0,53,attack
tcp,3361,441,0,106,attack
tcp,7051,426,0,114,attack
tcp,169,171,0,8,normal
udp,142,122,0,2,normal
tcp,361,610,0,17,normal
udp,145,72,0,148,attack
udp,6824,327,0,113,attack
tcp,1841,744,0,57,attack
udp,129,87,0,185,attack
tcp,339,401,0,14,normal
udp,129,124,0,3,normal
tcp,145,321,0,3,normal
tcp,575,352,0,12,normal
tcp,268,423,0,12,normal
tcp,2707,427,0,78,attack
tcp,69,115,0,136,attack
udp,83,65,0,181,attack
udp,121,330,0,2,normal
udp,2340,695,0,79,attack
udp,231,130,0,8,normal
udp,192,54,0,149,attack
udp,103,152,0,4,normal
udp,5800,369,0,111,attack
tcp,470,635,0,17,normal
tcp,148,117,0,151,attack
udp,224,348,0,10,normal
udp,171,60,0,2,normal
udp,169,129,0,102,attack
tcp,170,164,0,165,attack
udp,305,383,0,28,normal
tcp,289,292,0,1,normal
udp,590,354,0,24,normal
udp,399,518,0,27,normal
tcp,294,281,0,2,normal
tcp,378,201,0,14,normal
udp,2819,597,0,30,attack
udp,2476,236,0,56,attack
udp,564,308,0,17,normal
udp,676,542,0,16,normal
udp,1508,229,0,77,attack
udp,3491,353,0,96,attack
udp,202,283,0,1,normal
tcp,1666,699,0,44,attack
tcp,2104,248,0,74,attack
udp,968,347,0,62,attack
udp,100,169,0,117,attack
udp,4328,319,0,101,attack
tcp,173,179,0,163,attack
tcp,176,89,0,152,attack
udp,165,267,0,10,normal
udp,1078,657,0,45,attack
tcp,69,153,0,128,attack
udp,605,690,0,23,normal
tcp,1199,439,0,52,attack
udp,180,149,0,141,attack
udp,433,611,0,10,normal
udp,2427,659,0,49,attack
udp,2503,217,0,60,attack
udp,57,178,0,170,attack
udp,99,316,0,3,normal
tcp,2382,248,0,52,attack
tcp,203,508,0,10,normal
udp,94,65,0,142,attack
udp,217,373,0,2,normal
tcp,3492,412,0,117,attack
tcp,103,75,0,200,attack
tcp,1584,729,0,55,attack
udp,1018,525,0,56,attack
udp,2158,677,0,64,attack
tcp,248,343,0,10,normal
tcp,980,470,0,33,attack
udp,294,359,0,8,normal
udp,304,324,0,19,normal
tcp,375,479,0,21,normal
tcp,369,511,0,23,normal
udp,1720,511,0,64,attack
udp,504,443,0,14,normal
udp,187,90,0,137,attack
tcp,4239,141,0,105,attack
udp,7684,203,0,91,attack
tcp,138,138,0,138,attack
udp,3079,497,0,83,attack
tcp,430,592,0,19,normal
udp,4214,215,0,91,attack
udp,6407,213,0,98,attack
tcp,5778,475,0,111,attack
tcp,2668,654,0,75,attack
udp,4658,468,0,108,attack
tcp,466,513,0,25,normal
tcp,54,73,0,9,normal
tcp,6004,473,0,108,attack
tcp,1122,735,0,71,attack
tcp,102,115,0,6,normal
tcp,654,466,0,23,normal
tcp,1417,240,0,41,attack
udp,190,135,0,10,normal
tcp,202,234,0,6,normal
tcp,133,127,0,103,attack
udp,2615,445,0,72,attack
tcp,237,309,0,9,normal
tcp,345,224,0,29,normal
udp,110,392,0,7,normal
tcp,4228,271,0,104,attack
tcp,5258,385,0,103,attack
tcp,6785,423,0,132,attack
udp,161,120,0,125,attack
tcp,509,353,0,12,normal
udp,178,72,0,167,attack
tcp,237,302,0,2,normal
tcp,262,335,0,3,normal
tcp,2560,778,0,38,attack
udp,52,137,0,123,attack
tcp,1623,356,0,69,attack
tcp,128,358,0,2,normal
udp,96,191,0,167,attack
tcp,3632,211,0,133,attack
udp,305,578,0,21,normal
tcp,261,607,0,16,normal
udp,1469,414,0,32,attack
udp,223,479,0,12,normal
udp,100,96,0,185,attack
tcp,179,108,0,121,attack
tcp,153,71,0,107,attack
udp,2194,298,0,75,attack
udp,183,48,0,6,normal
udp,4150,197,0,121,attack
tcp,167,157,0,145,attack
tcp,115,113,0,168,attack
udp,256,231,0,3,normal
udp,7111,258,0,123,attack
tcp,98,207,0,9,normal
tcp,1353,645,0,78,attack
tcp,137,154,0,115,attack
udp,1066,216,0,38,attack
udp,445,271,0,14,normal
udp,132,183,0,2,normal
tcp,281,287,0,10,normal
tcp,2787,656,0,57,attack
tcp,411,514,0,28,normal
tcp,623,371,0,22,normal
udp,205,384,0,23,normal
udp,242,345,0,3,normal
tcp,203,391,0,29,normal
tcp,589,274,0,29,normal
udp,156,332,0,6,normal
tcp,195,226,0,1,normal
udp,1731,371,0,58,attack
udp,407,595,0,17,normal
tcp,235,445,0,13,normal
tcp,803,707,0,64,attack
tcp,453,380,0,27,normal
udp,2827,242,0,67,attack
tcp,121,64,0,131,attack
udp,427,554,0,18,normal
tcp,6313,399,0,118,attack
tcp,361,392,0,21,normal
tcp,1664,554,0,41,attack
tcp,168,224,0,7,normal
tcp,151,85,0,158,attack
tcp,262,370,0,4,normal
tcp,616,620,0,16,normal
tcp,256,40,0,6,normal
udp,101,104,0,149,attack
tcp,50,74,0,166,attack
tcp,137,143,0,109,attack
tcp,2976,350,0,69,attack
udp,89,185,0,9,normal
tcp,2845,320,0,54,attack
tcp,105,179,0,191,attack
tcp,7114,420,0,125,attack
udp,70,55,0,110,attack
udp,437,548,0,25,normal
tcp,305,551,0,15,normal
udp,1152,412,0,34,attack
tcp,550,567,0,24,normal
tcp,189,107,0,150,attack
udp,7281,409,0,101,attack
udp,203,153,0,2,normal
tcp,3342,478,0,123,attack
tcp,132,258,0,7,normal
tcp,40,327,0,10,normal
udp,5639,303,0,148,attack
tcp,182,90,0,172,attack
tcp,1829,503,0,56,attack
udp,91,292,0,5,normal
udp,1107,540,0,38,attack
udp,231,45,0,4,normal
udp,298,222,0,5,normal
udp,105,196,0,144,attack
udp,406,364,0,10,normal
tcp,213,245,0,3,normal
udp,255,235,0,1,normal
udp,122,63,0,118,attack
udp,214,180,0,7,normal
tcp,2535,662,0,36,attack
udp,82,96,0,130,attack
udp,346,327,0,13,normal
udp,5236,354,0,125,attack
udp,198,178,0,135,attack
tcp,169,128,0,136,attack
udp,2950,254,0,47,attack
tcp,3450,151,0,92,attack
tcp,1967,666,0,42,attack
tcp,636,257,0,22,normal
tcp,1753,257,0,34,attack
udp,142,109,0,103,attack
udp,70,110,0,140,attack
tcp,1254,733,0,74,attack
udp,299,49,0,9,normal
udp,5818,160,0,119,attack
tcp,226,344,0,9,normal
tcp,183,117,0,127,attack
udp,242,501,0,11,normal
udp,7207,466,0,133,attack
udp,315,481,0,28,normal
tcp,7838,458,0,123,attack
udp,266,93,0,10,normal
tcp,5609,335,0,80,attack
tcp,102,328,0,8,normal
udp,1505,371,0,78,attack
tcp,2985,640,0,75,attack
tcp,384,324,0,28,normal
tcp,4053,464,0,148,attack
udp,136,98,0,162,attack
tcp,219,216,0,12,normal
tcp,192,375,0,5,normal
tcp,48,99,0,10,normal
tcp,2492,301,0,44,attack
udp,215,96,0,9,normal
tcp,2480,477,0,40,attack
tcp,129,128,0,4,normal
tcp,285,201,0,4,normal
tcp,4394,210,0,132,attack
tcp,2112,347,0,47,attack
tcp,410,695,0,21,normal
tcp,1406,225,0,30,attack
tcp,2937,367,0,31,attack
udp,272,272,0,5,normal
tcp,268,182,0,7,normal
udp,1716,688,0,48,attack
udp,3459,118,0,127,attack
tcp,392,619,0,22,normal
udp,230,217,0,2,normal
tcp,60,68,0,200,attack
tcp,304,388,0,11,normal
tcp,154,178,0,122,attack
tcp,70,211,0,5,normal
tcp,290,477,0,23,normal
tcp,399,471,0,10,normal
tcp,109,269,0,8,normal
tcp,100,78,0,118,attack
tcp,2452,320,0,75,attack
udp,263,225,0,6,normal
udp,676,655,0,24,normal
tcp,233,156,0,9,normal
tcp,42,229,0,8,normal
tcp,263,362,0,7,normal
tcp,239,314,0,26,normal
udp,196,195,0,196,attack
udp,284,83,0,7,normal
tcp,4462,322,0,127,attack
udp,85,185,0,10,normal
tcp,6120,234,0,107,attack
tcp,175,74,0,149,attack
udp,543,209,0,19,normal
tcp,422,575,0,15,normal
tcp,5576,478,0,93,attack
tcp,2514,673,0,37,attack
tcp,3820,198,0,133,attack
udp,218,227,0,18,normal
udp,1223,425,0,66,attack
tcp,7129,302,0,97,attack
udp,68,277,0,7,normal
udp,5470,336,0,104,attack
udp,1416,520,0,71,attack
tcp,232,242,0,2,normal
tcp,5543,227,0,93,attack
udp,84,152,0,5,normal
tcp,1700,240,0,69,attack
udp,2558,378,0,80,attack
udp,1763,430,0,36,attack
tcp,132,266,0,9,normal
tcp,96,197,0,2,normal
udp,375,643,0,20,normal
tcp,277,357,0,18,normal
tcp,144,189,0,132,attack
tcp,1812,713,0,42,attack
tcp,1932,794,0,33,attack
udp,91,313,0,1,normal
tcp,4451,412,0,118,attack
tcp,1356,210,0,51,attack
tcp,237,447,0,19,normal
tcp,264,97,0,8,normal
udp,223,389,0,7,normal
tcp,120,145,0,100,attack
udp,1643,553,0,71,attack
tcp,2687,240,0,51,attack
udp,4127,147,0,106,attack
udp,2808,451,0,67,attack
tcp,4218,230,0,83,attack
tcp,469,231,0,21,normal
tcp,62,250,0,9,normal
tcp,345,247,0,19,normal
tcp,154,79,0,135,attack
tcp,53,161,0,153,attack
udp,58,193,0,108,attack
udp,1924,744,0,46,attack
udp,7830,250,0,128,attack
tcp,1250,709,0,55,attack
udp,153,312,0,3,normal
udp,548,291,0,17,normal
udp,566,274,0,27,normal
udp,5981,117,0,124,attack
udp,146,120,0,7,normal
tcp,5504,418,0,133,attack
tcp,196,180,0,6,normal
tcp,2623,403,0,38,attack
tcp,65,191,0,104,attack
udp,2281,488,0,77,attack
tcp,2778,242,0,54,attack
tcp,101,119,0,181,attack
tcp,312,403,0,14,normal
tcp,218,341,0,1,normal
tcp,7018,334,0,98,attack
tcp,217,104,0,6,normal
udp,2889,485,0,49,attack
tcp,2388,671,0,31,attack
udp,98,127,0,185,attack
tcp,254,207,0,6,normal
udp,3207,229,0,113,attack
udp,6973,336,0,114,attack
tcp,174,135,0,6,normal
tcp,197,199,0,109,attack
udp,910,447,0,73,attack
tcp,1567,240,0,57,attack
tcp,155,315,0,3,normal
udp,1989,236,0,75,attack
tcp,273,406,0,30,normal
udp,2223,723,0,31,attack
udp,2254,232,0,70,attack
udp,2706,620,0,79,attack
tcp,2963,648,0,67,attack
udp,374,234,0,25,normal
tcp,7969,418,0,114,attack
udp,5170,196,0,121,attack
udp,2928,473,0,70,attack
udp,138,114,0,179,attack
udp,198,329,0,1,normal
tcp,1699,790,0,60,attack
udp,1808,604,0,48,attack
udp,194,94,0,184,attack
udp,495,397,0,15,normal
tcp,59,120,0,7,normal
tcp,1111,522,0,57,attack
udp,1127,749,0,32,attack
tcp,1260,635,0,39,attack
udp,1000,672,0,67,attack
tcp,3980,307,0,126,attack
tcp,313,470,0,29,normal
tcp,364,277,0,14,normal
udp,219,178,0,3,normal
udp,541,203,0,25,normal
udp,671,688,0,26,normal
udp,216,333,0,10,normal
udp,255,251,0,6,normal
tcp,178,88,0,176,attack
tcp,1598,399,0,45,attack
udp,628,486,0,27,normal
udp,460,467,0,16,normal
udp,257,685,0,21,normal
udp,2561,565,0,59,attack
tcp,1750,321,0,70,attack
tcp,5673,453,0,119,attack
tcp,3946,445,0,107,attack
tcp,6857,390,0,143,attack
udp,962,202,0,46,attack
udp,458,382,0,30,normal
tcp,291,440,0,27,normal
udp,146,192,0,183,attack
udp,666,204,0,19,normal
tcp,173,60,0,138,attack
udp,109,194,0,195,attack
udp,4154,216,0,108,attack
udp,1123,518,0,49,attack
tcp,1460,338,0,52,attack
udp,238,115,0,3,normal
tcp,1036,730,0,62,attack
tcp,221,119,0,2,normal
udp,433,672,0,23,normal
udp,363,224,0,11,normal
tcp,113,83,0,102,attack
tcp,373,254,0,18,normal
udp,168,92,0,6,normal
tcp,285,346,0,14,normal
udp,1893,601,0,76,attack
udp,5699,277,0,142,attack
udp,552,614,0,13,normal
udp,236,332,0,1,normal
udp,5326,264,0,88,attack
tcp,1557,545,0,60,attack
tcp,3532,344,0,116,attack
udp,6225,137,0,127,attack
udp,286,606,0,13,normal
tcp,103,77,0,103,attack
tcp,522,316,0,28,normal
udp,4895,124,0,144,attack
tcp,71,82,0,101,attack
tcp,2886,791,0,48,attack
tcp,2151,778,0,80,attack
udp,6226,249,0,97,attack
udp,212,136,0,6,normal
udp,978,548,0,52,attack
tcp,2722,511,0,75,attack
udp,81,76,0,126,attack
tcp,243,396,0,7,normal
tcp,5495,334,0,115,attack
udp,122,103,0,158,attack
udp,535,357,0,22,normal
udp,85,107,0,107,attack
udp,6848,240,0,95,attack
udp,159,57,0,172,attack
tcp,627,499,0,13,normal
udp,2048,378,0,41,attack
udp,225,207,0,22,normal
udp,696,471,0,11,normal
udp,2869,239,0,57,attack
udp,281,352,0,5,normal
tcp,113,165,0,130,attack
udp,97,67,0,143,attack
udp,1009,690,0,66,attack
tcp,2680,355,0,54,attack
tcp,86,380,0,8,normal
tcp,163,182,0,163,attack
tcp,3679,434,0,95,attack
tcp,620,655,0,25,normal
tcp,130,205,0,2,normal
tcp,600,493,0,20,normal
tcp,7549,242,0,134,attack
udp,1752,469,0,33,attack
udp,236,241,0,28,normal
udp,687,555,0,18,normal
udp,7354,294,0,136,attack
tcp,85,110,0,187,attack
udp,5806,419,0,80,attack
udp,207,356,0,11,normal
tcp,4706,389,0,127,attack
udp,120,161,0,160,attack
udp,621,213,0,16,normal
udp,352,335,0,11,normal
udp,7777,332,0,112,attack
tcp,86,144,0,3,normal
udp,591,555,0,19,normal
udp,141,194,0,132,attack
tcp,5217,405,0,126,attack
udp,207,571,0,11,normal
udp,7702,359,0,80,attack
tcp,105,101,0,181,attack
tcp,196,130,0,108,attack
udp,124,256,0,1,normal
udp,136,159,0,193,attack
tcp,435,686,0,29,normal
udp,222,473,0,16,normal
tcp,5877,133,0,94,attack
tcp,108,191,0,190,attack
udp,5680,264,0,127,attack
tcp,182,191,0,150,attack
tcp,110,52,0,155,attack
tcp,968,784,0,63,attack
tcp,312,350,0,24,normal
udp,2212,692,0,44,attack
tcp,50,117,0,194,attack
udp,6282,224,0,97,attack
udp,378,278,0,10,normal
udp,257,543,0,27,normal
udp,4856,293,0,101,attack
tcp,150,183,0,144,attack
tcp,297,534,0,10,normal
udp,6892,440,0,87,attack
tcp,556,497,0,27,normal
udp,512,499,0,18,normal
tcp,307,666,0,16,normal
